transaction_id,timestamp,amount,user_id,merchant_category,device,location,ip_address,user_transaction_count,is_fraud
TXN0003318,2025-07-28 11:34:07.652966,210.33001078636576,USER00062,Food,iOS,Kolkata,203.162.195.144,39,0
TXN0003319,2025-08-25 17:22:49.652966,99492.15118102045,USER00482,Electronics,Web,Pune,214.56.249.230,41,0
TXN0003320,2025-09-07 17:58:49.652966,179.6099635000627,USER00146,Groceries,Android,Ahmedabad,240.134.18.46,40,0
TXN0003321,2025-07-28 12:42:27.652966,15894.718025973665,USER00233,Entertainment,Android,Chennai,255.19.79.236,42,0
TXN0003322,2025-07-15 11:39:10.652966,147.47304989664798,USER00464,Entertainment,Android,Pune,126.207.104.247,40,0
TXN0003323,2025-07-12 18:17:59.652966,3.4909520853121165,USER00349,Transport,Android,Hyderabad,126.223.47.54,45,0
TXN0003324,2025-08-30 22:24:54.652966,38971.95494021369,USER00286,Retail,Android,Jaipur,193.199.217.216,38,0
TXN0003325,2025-09-12 02:11:04.652966,770.3808964726435,USER00414,Utilities,Android,Chennai,128.43.240.197,28,0
TXN0003326,2025-08-28 03:11:52.652966,94930.01586670708,USER00084,Food,Android,Chennai,212.182.103.101,39,1
TXN0003327,2025-07-25 09:21:04.652966,550.6327516026851,USER00175,Healthcare,Web,Bangalore,140.211.33.243,45,1
TXN0003328,2025-07-25 16:45:06.652966,88.1731236155863,USER00406,Food,iOS,Ahmedabad,110.164.14.170,48,0
TXN0003329,2025-07-07 02:04:32.652966,1000.04816353065,USER00381,Food,iOS,Ahmedabad,237.106.191.97,40,0
TXN0003330,2025-09-05 04:36:35.652966,1078.5650325194624,USER00170,Transport,iOS,Chennai,165.182.34.178,54,0
TXN0003331,2025-09-28 01:00:56.652966,19.855944670751988,USER00290,Transport,iOS,Bangalore,208.167.225.76,46,0
TXN0003332,2025-08-22 17:11:59.652966,2856.4399433999674,USER00447,Electronics,Android,Hyderabad,239.189.126.186,33,0
TXN0003333,2025-07-24 01:38:11.652966,113.5468823155609,USER00004,Utilities,Web,Jaipur,161.126.83.144,31,0
TXN0003334,2025-09-02 02:18:07.652966,1450.429863662897,USER00498,Retail,iOS,Ahmedabad,140.198.204.72,33,0
TXN0003335,2025-07-24 18:19:55.652966,374.65869562634356,USER00287,Groceries,Android,Pune,124.239.246.171,30,0
TXN0003336,2025-07-07 06:05:48.652966,1055.4914751545612,USER00307,Food,Android,Pune,243.22.34.169,47,0
TXN0003337,2025-07-11 21:15:42.652966,36952.36065947285,USER00050,Healthcare,Android,Kolkata,238.137.217.219,27,0
TXN0003338,2025-08-11 06:50:44.652966,216.5016692963119,USER00270,Entertainment,Web,Delhi,240.248.106.2,39,0
TXN0003339,2025-08-03 05:25:24.652966,70.19096948831864,USER00008,Entertainment,Web,Jaipur,151.3.77.174,33,0
TXN0003340,2025-09-09 19:20:56.652966,191.36992558645494,USER00357,Transport,Web,Bangalore,152.80.236.91,41,0
TXN0003341,2025-08-17 00:33:52.652966,31.13233735149577,USER00069,Transport,iOS,Jaipur,222.196.220.113,51,0
TXN0003342,2025-07-11 22:04:12.652966,175.31294862687378,USER00392,Electronics,iOS,Lucknow,165.162.35.189,38,0
TXN0003343,2025-09-06 07:04:33.652966,95.64644072751095,USER00139,Groceries,Web,Delhi,115.84.163.64,44,0
TXN0003344,2025-09-14 23:47:55.652966,479.9984726871559,USER00248,Entertainment,Web,Bhopal,232.189.153.218,47,0
TXN0003345,2025-07-15 12:06:18.652966,2331.67582507464,USER00029,Electronics,Web,Bhopal,127.122.2.239,34,0
TXN0003346,2025-07-02 15:51:26.652966,204.0734912546543,USER00183,Transport,Web,Mumbai,148.3.241.64,50,0
TXN0003347,2025-08-24 14:11:52.652966,322.84950889209495,USER00213,Utilities,Android,Lucknow,102.233.114.85,48,0
TXN0003348,2025-07-17 11:48:46.652966,1289.023108480849,USER00423,Retail,iOS,Pune,223.243.240.233,43,0
TXN0003349,2025-08-10 15:56:48.652966,62586.84404926793,USER00397,Retail,Android,Mumbai,129.61.149.71,42,0
TXN0003350,2025-09-03 13:08:02.652966,194.90501863581892,USER00320,Healthcare,iOS,Ahmedabad,181.65.246.199,37,0
TXN0003351,2025-09-25 15:50:27.652966,189.1742606809478,USER00305,Electronics,Android,Bangalore,150.0.31.4,48,0
TXN0003352,2025-09-25 10:36:11.652966,14.734952734237787,USER00019,Utilities,Android,Bangalore,213.42.74.37,38,0
TXN0003353,2025-08-17 08:14:38.652966,40330.30910461942,USER00383,Food,Android,Bhopal,112.72.142.72,41,0
TXN0003354,2025-08-17 12:19:09.652966,953.8593096458949,USER00451,Transport,Web,Jaipur,149.151.148.250,37,0
TXN0003355,2025-09-03 07:38:55.652966,31671.435320902412,USER00226,Transport,Android,Kochi,155.26.178.247,46,0
TXN0003356,2025-07-21 12:32:58.652966,154.05855384253812,USER00230,Electronics,Android,Bhopal,214.240.48.218,46,0
TXN0003357,2025-09-13 13:11:02.652966,55543.29524917206,USER00339,Healthcare,Web,Mumbai,130.243.55.192,36,0
TXN0003358,2025-07-30 01:06:47.652966,64604.43557067805,USER00096,Electronics,Web,Pune,193.222.179.204,49,0
TXN0003359,2025-08-02 08:09:30.652966,270.76681955641766,USER00495,Utilities,iOS,Delhi,203.233.208.151,44,0
TXN0003360,2025-07-29 20:50:58.652966,199.37779979965313,USER00484,Healthcare,Android,Kochi,110.193.120.99,41,0
TXN0003361,2025-09-02 20:50:05.652966,732.1217488738399,USER00115,Transport,iOS,Bangalore,173.136.8.8,41,0
TXN0003362,2025-07-07 21:38:32.652966,96.56576665250724,USER00359,Retail,iOS,Lucknow,193.77.82.144,46,0
TXN0003363,2025-09-28 07:25:48.652966,63.153463557437725,USER00180,Utilities,Android,Bhopal,135.194.186.100,38,0
TXN0003364,2025-09-14 19:02:33.652966,38.33068797722747,USER00373,Electronics,iOS,Ahmedabad,217.102.93.65,42,0
TXN0003365,2025-07-10 20:14:31.652966,647.2566175140355,USER00078,Groceries,Web,Bangalore,122.38.132.124,45,0
TXN0003366,2025-09-03 11:44:59.652966,128.3054691461727,USER00327,Entertainment,Web,Delhi,103.234.10.185,39,0
TXN0003367,2025-08-26 21:36:40.652966,218.9023779797281,USER00276,Electronics,Android,Pune,172.244.124.215,36,0
TXN0003368,2025-07-24 16:53:45.652966,96889.18913987043,USER00352,Electronics,iOS,Bhopal,112.58.171.252,30,0
TXN0003369,2025-08-23 02:46:43.652966,58.68456577079735,USER00366,Retail,Android,Bhopal,250.58.42.168,40,0
TXN0003370,2025-09-11 21:02:52.652966,261.35209168189897,USER00182,Utilities,Web,Bangalore,109.49.22.35,31,0
TXN0003371,2025-09-10 08:46:11.652966,17450.29562505841,USER00095,Groceries,Android,Ahmedabad,201.77.214.4,44,0
TXN0003372,2025-09-22 17:12:12.652966,4.451398836142618,USER00086,Groceries,Web,Chennai,107.16.68.205,46,1
TXN0003373,2025-07-05 18:41:41.652966,115.6591650585579,USER00389,Food,Web,Hyderabad,189.106.133.239,43,0
TXN0003374,2025-09-28 19:45:47.652966,16648.825943456653,USER00095,Groceries,Web,Kochi,186.233.104.112,44,0
TXN0003375,2025-09-29 14:57:59.652966,150.7124354572826,USER00335,Healthcare,iOS,Bhopal,181.147.105.183,36,0
TXN0003376,2025-07-19 03:42:50.652966,170.92324952244434,USER00492,Entertainment,iOS,Ahmedabad,225.45.95.55,34,0
TXN0003377,2025-08-11 17:31:34.652966,667.5606523742663,USER00446,Entertainment,iOS,Chennai,172.206.241.46,41,0
TXN0003378,2025-09-25 19:33:48.652966,40814.41377499321,USER00145,Food,iOS,Kolkata,164.196.124.211,30,0
TXN0003379,2025-09-21 11:32:40.652966,480.322827562803,USER00248,Healthcare,Web,Bangalore,199.145.122.79,47,0
TXN0003380,2025-07-19 05:24:03.652966,2157.729281029046,USER00181,Utilities,Web,Chennai,105.106.46.253,37,1
TXN0003381,2025-09-29 10:41:16.652966,361.8090288086634,USER00293,Food,Web,Lucknow,135.208.216.186,37,0
TXN0003382,2025-07-05 16:27:41.652966,253.95679630983818,USER00019,Utilities,iOS,Ahmedabad,137.72.158.201,38,0
TXN0003383,2025-09-21 08:16:41.652966,67873.78251941982,USER00138,Food,Android,Pune,237.170.135.85,44,0
TXN0003384,2025-08-09 16:50:52.652966,731.7633943115004,USER00044,Entertainment,Android,Hyderabad,227.65.148.1,44,0
TXN0003385,2025-09-16 15:51:53.652966,178.29609495077298,USER00226,Retail,iOS,Kolkata,110.17.72.10,46,0
TXN0003386,2025-08-19 06:06:42.652966,71.11258136008387,USER00433,Utilities,iOS,Jaipur,239.200.25.44,55,0
TXN0003387,2025-07-20 05:55:16.652966,507.44467946300995,USER00345,Healthcare,iOS,Bhopal,177.193.8.163,40,0
TXN0003388,2025-09-12 21:05:15.652966,625.9767267675683,USER00037,Transport,iOS,Chennai,122.12.173.143,35,0
TXN0003389,2025-09-24 20:22:05.652966,100.98933968691975,USER00314,Entertainment,Web,Bangalore,153.73.253.58,33,0
TXN0003390,2025-09-30 01:36:45.652966,1149.1699247752917,USER00220,Retail,iOS,Kochi,202.103.29.101,37,0
TXN0003391,2025-07-30 06:17:25.652966,264.76083621871953,USER00128,Transport,Web,Hyderabad,160.163.215.111,36,0
TXN0003392,2025-09-25 06:44:35.652966,67067.29281978702,USER00143,Electronics,iOS,Delhi,197.102.6.45,45,0
TXN0003393,2025-07-05 19:05:10.652966,749.4110048151904,USER00404,Utilities,Web,Jaipur,114.29.19.26,36,0
TXN0003394,2025-07-03 01:22:39.652966,155.07268580307144,USER00183,Transport,Web,Hyderabad,234.120.33.227,50,1
TXN0003395,2025-07-31 03:05:16.652966,1124.7697451448716,USER00397,Entertainment,Web,Bangalore,233.58.1.158,42,0
TXN0003396,2025-08-26 07:13:50.652966,74.19131951179095,USER00404,Electronics,iOS,Delhi,236.22.88.118,36,1
TXN0003397,2025-08-29 16:22:11.652966,6.419271113789438,USER00043,Transport,Web,Jaipur,185.142.33.171,48,0
TXN0003398,2025-07-12 13:48:44.652966,159.5543832131982,USER00479,Electronics,iOS,Lucknow,239.92.25.117,46,0
TXN0003399,2025-08-03 16:29:17.652966,75.2791232070963,USER00210,Retail,Web,Bangalore,112.134.112.227,39,0
TXN0003400,2025-07-29 18:51:37.652966,128.91254876652442,USER00425,Retail,Web,Hyderabad,206.217.45.124,30,0
TXN0003401,2025-08-15 06:29:37.652966,72.50045038303666,USER00048,Entertainment,iOS,Jaipur,206.201.87.12,36,0
TXN0003402,2025-09-02 10:08:59.652966,167.93080940172763,USER00312,Electronics,Android,Bangalore,231.42.71.70,28,0
TXN0003403,2025-08-23 21:45:55.652966,41095.831889003806,USER00220,Entertainment,iOS,Bhopal,209.34.178.155,37,0
TXN0003404,2025-08-22 01:32:03.652966,165.33227089800081,USER00367,Retail,Android,Jaipur,217.131.234.1,39,0
TXN0003405,2025-08-19 02:40:58.652966,571.5526165054014,USER00196,Groceries,iOS,Delhi,188.112.37.45,37,0
TXN0003406,2025-09-26 11:54:34.652966,91.8500106074339,USER00472,Entertainment,Web,Chennai,109.178.108.125,49,0
TXN0003407,2025-07-15 04:29:31.652966,462.92195784056486,USER00172,Electronics,iOS,Lucknow,102.221.254.103,31,0
TXN0003408,2025-09-22 18:53:47.652966,59737.61418819088,USER00237,Utilities,Android,Bangalore,254.229.148.71,48,1
TXN0003409,2025-08-20 02:41:03.652966,298.3291358008835,USER00457,Entertainment,Web,Pune,124.63.157.71,45,0
TXN0003410,2025-08-16 14:21:03.652966,91287.41923129624,USER00175,Retail,iOS,Kochi,208.119.242.208,45,1
TXN0003411,2025-07-28 15:32:24.652966,768.2865677997236,USER00434,Entertainment,iOS,Chennai,191.14.53.207,48,0
TXN0003412,2025-07-20 21:04:00.652966,64774.01495771778,USER00500,Utilities,Web,Chennai,224.218.245.50,32,1
TXN0003413,2025-09-18 16:27:23.652966,88528.65909238956,USER00032,Healthcare,Android,Mumbai,230.253.245.203,34,0
TXN0003414,2025-07-13 02:16:10.652966,184.0439896818168,USER00224,Healthcare,iOS,Lucknow,132.110.209.120,45,1
TXN0003415,2025-08-03 06:20:00.652966,437.79785150014584,USER00054,Electronics,Android,Bangalore,210.183.12.44,38,0
TXN0003416,2025-07-17 22:25:21.652966,263.1360237724619,USER00423,Healthcare,iOS,Kolkata,201.82.235.205,43,1
TXN0003417,2025-09-11 03:24:53.652966,73.70487425090714,USER00469,Transport,iOS,Kolkata,144.81.94.217,40,0
TXN0003418,2025-08-15 17:07:54.652966,27.720723486807888,USER00186,Healthcare,iOS,Chennai,210.222.227.5,56,0
TXN0003419,2025-09-03 02:23:52.652966,335.2636358877502,USER00492,Retail,Android,Pune,245.99.229.203,34,0
TXN0003420,2025-07-27 03:15:15.652966,451.74572106310455,USER00234,Groceries,Web,Lucknow,121.202.166.86,45,0
TXN0003421,2025-09-09 22:14:19.652966,99737.33180082076,USER00317,Healthcare,iOS,Lucknow,147.0.237.149,42,0
TXN0003422,2025-07-20 05:39:32.652966,772.5817788744433,USER00231,Transport,Web,Chennai,248.123.162.54,40,0
TXN0003423,2025-07-03 12:36:07.652966,361.73448731352556,USER00110,Retail,iOS,Pune,134.165.174.244,35,0
TXN0003424,2025-09-11 16:13:39.652966,789.3738728584175,USER00475,Entertainment,iOS,Hyderabad,222.238.77.222,44,1
TXN0003425,2025-08-03 21:18:42.652966,1096.55918283559,USER00367,Transport,Android,Hyderabad,182.253.194.151,39,0
TXN0003426,2025-09-16 22:24:20.652966,239.1756824494026,USER00100,Electronics,Web,Kolkata,106.96.189.12,42,0
TXN0003427,2025-07-30 19:14:23.652966,1194.4304755446701,USER00200,Food,Web,Kochi,181.15.37.148,25,0
TXN0003428,2025-08-26 06:48:35.652966,260.9161611766898,USER00211,Transport,Android,Ahmedabad,131.225.55.198,39,0
TXN0003429,2025-09-05 15:15:07.652966,35938.33956641894,USER00221,Electronics,Web,Jaipur,184.247.96.35,42,0
TXN0003430,2025-09-13 16:22:49.652966,773.0048152278488,USER00403,Electronics,iOS,Bhopal,135.180.202.179,48,0
TXN0003431,2025-07-20 21:52:55.652966,22886.633145245592,USER00325,Healthcare,iOS,Jaipur,123.225.41.58,45,1
TXN0003432,2025-07-19 04:42:59.652966,772.3240736599278,USER00150,Retail,Web,Hyderabad,178.219.20.28,44,0
TXN0003433,2025-08-30 11:24:38.652966,329.10746943995287,USER00163,Healthcare,Web,Kolkata,192.22.2.94,37,1
TXN0003434,2025-09-23 06:44:58.652966,107.93050216117598,USER00394,Electronics,Web,Mumbai,167.138.92.228,42,0
TXN0003435,2025-09-02 04:07:21.652966,16.87630960528036,USER00143,Retail,Android,Bangalore,243.251.178.237,45,0
TXN0003436,2025-09-27 06:02:41.652966,156.45027388824334,USER00258,Entertainment,Web,Ahmedabad,112.119.8.72,44,0
TXN0003437,2025-08-10 12:38:40.652966,275.7367958789312,USER00245,Groceries,Web,Kochi,250.100.9.63,50,0
TXN0003438,2025-09-20 10:48:34.652966,461.2413946485956,USER00490,Entertainment,iOS,Mumbai,126.76.174.6,42,0
TXN0003439,2025-08-12 16:24:15.652966,595.8389748441185,USER00150,Electronics,Android,Mumbai,116.200.18.252,44,0
TXN0003440,2025-08-21 04:28:28.652966,936.4349148578787,USER00112,Healthcare,Web,Bhopal,170.87.11.205,36,0
TXN0003441,2025-08-02 23:54:29.652966,110.38420756713982,USER00099,Transport,Web,Ahmedabad,253.176.76.92,40,0
TXN0003442,2025-07-10 13:53:50.652966,51889.856673857306,USER00103,Groceries,Android,Kochi,141.116.96.208,39,1
TXN0003443,2025-08-10 01:47:33.652966,394.4071802881601,USER00211,Retail,iOS,Pune,254.107.60.8,39,1
TXN0003444,2025-09-05 03:15:46.652966,332.5914835876249,USER00495,Retail,Android,Delhi,198.86.21.6,44,0
TXN0003445,2025-07-11 10:02:49.652966,476.04313895326294,USER00012,Food,iOS,Hyderabad,227.100.10.69,42,0
TXN0003446,2025-07-20 02:21:18.652966,18349.753797108155,USER00381,Entertainment,Web,Jaipur,166.88.197.216,40,0
TXN0003447,2025-07-15 19:25:58.652966,72427.89197444759,USER00226,Retail,Web,Ahmedabad,135.132.231.186,46,0
TXN0003448,2025-08-17 12:19:56.652966,235.37709819860083,USER00446,Transport,Android,Hyderabad,161.240.147.12,41,0
TXN0003449,2025-08-02 13:49:48.652966,89.58722531166667,USER00301,Healthcare,Web,Delhi,183.253.47.141,49,0
TXN0003450,2025-07-26 05:46:30.652966,596.4353702629791,USER00442,Transport,Android,Kochi,178.200.188.208,42,1
TXN0003451,2025-07-02 19:41:56.652966,474.82290662901596,USER00148,Transport,Android,Bangalore,226.130.25.194,34,0
TXN0003452,2025-07-27 11:27:26.652966,297.73229278196425,USER00179,Healthcare,Android,Bangalore,238.252.106.185,47,0
TXN0003453,2025-08-08 09:34:36.652966,367.22473801883916,USER00007,Transport,Web,Jaipur,177.129.190.112,48,0
TXN0003454,2025-07-25 00:35:16.652966,82.94414629491294,USER00152,Electronics,iOS,Jaipur,165.169.33.143,39,0
TXN0003455,2025-08-14 12:45:10.652966,74278.9374471994,USER00323,Entertainment,Web,Kolkata,197.219.214.181,46,0
TXN0003456,2025-09-13 08:09:50.652966,10339.907997291106,USER00070,Groceries,iOS,Kochi,231.101.137.101,45,0
TXN0003457,2025-07-28 01:55:31.652966,39347.77210767485,USER00353,Retail,iOS,Kolkata,175.117.180.219,44,0
TXN0003458,2025-08-03 03:51:58.652966,44007.38637914668,USER00053,Entertainment,iOS,Ahmedabad,140.213.253.110,23,0
TXN0003459,2025-07-31 11:22:06.652966,65420.17137895125,USER00162,Utilities,Web,Bangalore,211.200.153.160,40,0
TXN0003460,2025-08-27 17:00:55.652966,104.79149005129432,USER00417,Healthcare,iOS,Jaipur,161.78.15.235,38,0
TXN0003461,2025-09-10 08:13:19.652966,469.7737830665552,USER00093,Groceries,Web,Kolkata,221.186.241.2,32,0
TXN0003462,2025-08-26 18:41:04.652966,164.27795745700968,USER00151,Electronics,Web,Jaipur,230.148.124.81,43,0
TXN0003463,2025-07-03 06:25:50.652966,77808.47723900201,USER00058,Healthcare,Android,Lucknow,204.111.128.153,44,0
TXN0003464,2025-07-27 13:14:47.652966,415.15391455965863,USER00196,Retail,Web,Jaipur,162.220.172.16,37,0
TXN0003465,2025-09-03 14:58:34.652966,118.51877003118629,USER00325,Electronics,Web,Bhopal,191.12.156.163,45,0
TXN0003466,2025-08-06 01:36:02.652966,69.44657242346085,USER00482,Food,Web,Bhopal,115.184.16.89,41,0
TXN0003467,2025-09-07 10:03:05.652966,253.32384211345953,USER00208,Retail,Web,Kochi,236.137.205.237,34,0
TXN0003468,2025-07-25 02:24:30.652966,608.7510445297679,USER00424,Food,iOS,Chennai,142.4.26.234,46,0
TXN0003469,2025-07-08 04:32:37.652966,777.8945184529553,USER00303,Food,iOS,Delhi,150.143.88.100,35,0
TXN0003470,2025-09-04 23:50:16.652966,380.2736240645389,USER00299,Groceries,Web,Pune,245.23.239.228,36,0
TXN0003471,2025-07-13 15:16:02.652966,10.212345644312661,USER00445,Utilities,Web,Mumbai,158.250.72.161,40,0
TXN0003472,2025-08-16 08:13:57.652966,62104.22083038838,USER00426,Retail,Android,Pune,169.176.2.123,40,0
TXN0003473,2025-07-31 22:41:39.652966,189.46531280202564,USER00062,Entertainment,iOS,Mumbai,243.14.32.215,39,1
TXN0003474,2025-07-17 15:57:02.652966,1705.1470349534138,USER00195,Entertainment,Web,Kolkata,135.171.179.56,49,0
TXN0003475,2025-08-10 12:28:22.652966,95.58657723554491,USER00055,Food,Android,Mumbai,190.19.67.2,38,0
TXN0003476,2025-09-06 18:27:03.652966,1820.0106293285908,USER00363,Food,Android,Ahmedabad,176.175.11.94,41,0
TXN0003477,2025-08-19 22:44:28.652966,12180.583778517495,USER00049,Electronics,Web,Mumbai,243.48.159.107,38,0
TXN0003478,2025-09-29 18:46:35.652966,741.7152260640561,USER00106,Utilities,Android,Hyderabad,187.116.33.71,45,0
TXN0003479,2025-09-27 01:33:38.652966,49.34801959368028,USER00433,Transport,Android,Mumbai,218.135.119.114,55,0
TXN0003480,2025-09-26 08:30:39.652966,53.754692958072056,USER00078,Utilities,Android,Delhi,225.169.96.40,45,0
TXN0003481,2025-09-08 11:11:25.652966,524.716702462211,USER00375,Utilities,iOS,Chennai,125.57.72.122,37,0
TXN0003482,2025-09-14 21:38:35.652966,221.7541096230726,USER00417,Transport,Android,Bhopal,190.14.140.85,38,0
TXN0003483,2025-08-01 08:24:53.652966,486.6920469328337,USER00284,Entertainment,Android,Ahmedabad,202.183.94.235,47,0
TXN0003484,2025-09-07 04:16:36.652966,641.439527188853,USER00057,Entertainment,Web,Bangalore,167.76.222.194,35,0
TXN0003485,2025-07-13 13:22:55.652966,489.966252744019,USER00169,Food,Web,Ahmedabad,146.176.56.26,38,0
TXN0003486,2025-09-02 04:05:19.652966,526.6755678436183,USER00376,Entertainment,iOS,Pune,234.186.253.114,55,0
TXN0003487,2025-09-29 02:31:19.652966,744.0317594138743,USER00376,Transport,Web,Bhopal,235.98.179.178,55,0
TXN0003488,2025-07-30 19:16:15.652966,63600.73587121261,USER00207,Utilities,iOS,Hyderabad,174.175.41.132,42,0
TXN0003489,2025-08-06 20:13:22.652966,304.62044288539465,USER00260,Food,Android,Lucknow,210.20.41.118,46,0
TXN0003490,2025-08-30 19:57:52.652966,53647.45312407951,USER00276,Food,Android,Mumbai,182.48.40.244,36,0
TXN0003491,2025-07-23 14:23:58.652966,55978.985771221065,USER00373,Groceries,Android,Hyderabad,177.176.183.160,42,0
TXN0003492,2025-07-23 10:23:24.652966,101.14094566455677,USER00345,Healthcare,Web,Hyderabad,156.232.16.213,40,0
TXN0003493,2025-07-15 03:01:17.652966,632.3502451526385,USER00163,Transport,iOS,Lucknow,134.242.95.55,37,0
TXN0003494,2025-08-17 14:01:41.652966,151.11440251348833,USER00244,Food,Web,Ahmedabad,206.233.102.126,37,0
TXN0003495,2025-07-17 00:43:54.652966,206.24394085006614,USER00250,Transport,Web,Kochi,213.128.197.48,49,0
TXN0003496,2025-08-15 07:57:38.652966,450.3128113388318,USER00309,Groceries,iOS,Hyderabad,135.44.162.243,44,0
TXN0003497,2025-09-12 18:07:55.652966,11063.944242480786,USER00039,Utilities,iOS,Delhi,195.216.85.217,36,0
TXN0003498,2025-08-29 23:15:27.652966,35.594253131322525,USER00309,Groceries,iOS,Lucknow,165.51.88.217,44,0
TXN0003499,2025-08-07 10:23:33.652966,892.3793769473855,USER00121,Food,Android,Bangalore,107.131.60.226,45,0
TXN0003500,2025-08-11 12:46:26.652966,131.61613033483818,USER00086,Transport,Web,Delhi,200.81.7.30,46,0
TXN0003501,2025-09-08 07:25:26.652966,152.75152788324525,USER00099,Transport,Web,Bangalore,208.119.42.220,40,0
TXN0003502,2025-08-24 11:35:33.652966,427.09210341417116,USER00374,Transport,Android,Mumbai,161.10.120.172,44,0
TXN0003503,2025-09-28 18:45:16.652966,340.11583704723995,USER00246,Groceries,iOS,Pune,118.223.252.30,50,0
TXN0003504,2025-08-16 20:53:33.652966,9760.167844296999,USER00495,Retail,Web,Kolkata,179.171.16.168,44,0
TXN0003505,2025-09-13 16:32:17.652966,471.4626058274786,USER00348,Electronics,Android,Jaipur,251.73.64.214,39,0
TXN0003506,2025-08-23 08:17:26.652966,402.3913109115993,USER00394,Electronics,Web,Pune,212.116.51.88,42,0
TXN0003507,2025-09-18 00:34:02.652966,1251.6972007416766,USER00208,Transport,Web,Mumbai,155.143.117.19,34,0
TXN0003508,2025-09-04 15:14:08.652966,362.8876913086571,USER00113,Transport,Web,Mumbai,178.176.46.149,48,0
TXN0003509,2025-09-20 07:34:45.652966,470.636009763802,USER00471,Healthcare,iOS,Delhi,138.29.74.189,44,0
TXN0003510,2025-07-23 08:43:10.652966,62995.173578599475,USER00083,Food,iOS,Pune,255.124.205.152,47,0
TXN0003511,2025-09-14 03:02:42.652966,284.78974006924756,USER00065,Groceries,Web,Pune,193.23.74.89,31,0
TXN0003512,2025-07-26 04:25:11.652966,68715.3376430478,USER00001,Healthcare,iOS,Jaipur,160.54.126.130,42,0
TXN0003513,2025-09-06 05:05:42.652966,806.1878595553796,USER00437,Transport,Android,Bangalore,133.241.185.189,42,0
TXN0003514,2025-09-13 10:27:15.652966,277.07227503491526,USER00174,Entertainment,Android,Bangalore,213.193.238.94,40,0
TXN0003515,2025-08-29 00:07:54.652966,39875.997897350855,USER00250,Electronics,Web,Ahmedabad,255.32.56.169,49,0
TXN0003516,2025-09-24 22:20:08.652966,70875.45119946165,USER00410,Electronics,Android,Hyderabad,174.12.146.132,40,0
TXN0003517,2025-09-16 14:29:25.652966,828.0111996101559,USER00226,Healthcare,iOS,Bangalore,149.43.103.153,46,0
TXN0003518,2025-07-10 02:33:18.652966,232.6422452088375,USER00386,Electronics,iOS,Ahmedabad,163.223.190.115,46,1
TXN0003519,2025-08-22 04:18:10.652966,1292.7512083135064,USER00284,Electronics,Android,Bangalore,121.19.80.247,47,0
TXN0003520,2025-08-14 12:46:54.652966,293.8374616436813,USER00084,Retail,Web,Hyderabad,223.60.54.164,39,0
TXN0003521,2025-08-22 10:30:58.652966,90273.3307925266,USER00490,Entertainment,Android,Mumbai,104.208.75.58,42,0
TXN0003522,2025-09-08 11:40:39.652966,982.537020689442,USER00239,Food,iOS,Chennai,219.64.199.173,27,0
TXN0003523,2025-08-06 06:48:12.652966,467.93064892154507,USER00411,Transport,Web,Hyderabad,116.231.109.82,43,0
TXN0003524,2025-07-09 17:46:34.652966,392.30395113158477,USER00028,Utilities,iOS,Kolkata,230.57.218.72,40,0
TXN0003525,2025-09-29 05:07:07.652966,139.51467213888674,USER00380,Healthcare,Web,Chennai,121.27.250.117,31,0
TXN0003526,2025-08-25 22:23:31.652966,66988.44931474153,USER00287,Entertainment,Web,Lucknow,139.80.50.126,30,0
TXN0003527,2025-07-13 01:14:56.652966,1334.4550501355334,USER00431,Groceries,Web,Mumbai,201.38.164.226,31,0
TXN0003528,2025-07-08 03:41:25.652966,89996.67679729745,USER00391,Groceries,iOS,Chennai,155.235.222.247,32,0
TXN0003529,2025-09-20 14:58:01.652966,61508.88584910374,USER00328,Entertainment,Web,Mumbai,129.13.183.70,39,0
TXN0003530,2025-08-24 07:53:55.652966,31727.165674335494,USER00480,Transport,Web,Kochi,244.231.249.0,46,0
TXN0003531,2025-09-27 19:39:55.652966,354.0976526547985,USER00459,Groceries,Android,Lucknow,213.149.177.41,44,0
TXN0003532,2025-08-20 05:39:13.652966,538.0029890547041,USER00304,Entertainment,Android,Chennai,195.100.28.130,42,0
TXN0003533,2025-07-21 18:50:34.652966,204.8610821986137,USER00282,Electronics,iOS,Bangalore,170.162.26.5,43,0
TXN0003534,2025-08-26 18:16:30.652966,86.1297325332597,USER00183,Food,Web,Pune,145.3.67.193,50,0
TXN0003535,2025-08-23 06:17:32.652966,104.96615010677705,USER00345,Healthcare,Android,Kochi,233.124.253.17,40,0
TXN0003536,2025-07-16 16:57:53.652966,18695.205736895114,USER00135,Healthcare,iOS,Hyderabad,154.158.177.28,35,0
TXN0003537,2025-07-18 03:10:58.652966,22.321375867669726,USER00468,Electronics,Web,Hyderabad,143.161.204.231,32,0
TXN0003538,2025-08-03 00:21:11.652966,1018.0344090238782,USER00361,Utilities,iOS,Lucknow,201.24.121.24,34,0
TXN0003539,2025-09-23 02:52:49.652966,87.12505637229035,USER00057,Transport,Web,Kochi,169.4.105.139,35,0
TXN0003540,2025-08-21 16:16:02.652966,26.738578757295514,USER00115,Food,Android,Bangalore,204.235.178.152,41,0
TXN0003541,2025-08-14 01:20:48.652966,19733.9557317674,USER00186,Groceries,Web,Hyderabad,117.74.122.217,56,0
TXN0003542,2025-07-13 10:38:32.652966,22136.078043131776,USER00478,Utilities,Android,Bhopal,238.49.22.38,45,0
